Project Name,Type,URL,Date,File Size
Doprava,analýza,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/hodnotenie_velky-hores-streda-nad-bodrogom.pdf,13.3.2024,229 kB
Doprava,analýza,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/hodnotenie-zssk-6-ej_20240229.pdf,29.2.2024,410 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/52/Hodnotenie_severojuzne_R1R3.pdf,10.11.2023,389 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/71/Hodnotenie-D3_4-etapa.pdf,27.10.2023,383 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/39/Hodnotenie-pred-podpisom-I68-Sabinov-prelozka-cesty.pdf,27.10.2023,399 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/78/UHP_Hodnotenie-TTR_20230907.pdf,7.9.2023,487 kB
Doprava,,https://www.zsr.sk/files/modernizacia-trati/studie-realizovatelnosti/projekt-ttr/ttr-implementacia-it/su-ttr-implementacia-it-nastrojov.pdf,,"4,8 MB"
Doprava,analýza,https://www.mfsr.sk/files/archiv/23/Hodnotenie-pred-podpisom-NDS-D1-Technologia-tunela-Visnove.pdf,4.9.2023,399 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/61/Hodnotenie_BB_SL_R1_akt_pred-podpisom.pdf,25.8.2023,414 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/78/Hodnotenie_UHP_Trencin_prelozka.pdf,17.8.2023,423 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/30/Hodnotenie_D3_III-etapa_KNM_Oscadnica.pdf,27.7.2023,543 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/40/Hodnotenie_UHP_Poprad-Tatry-Vydrnik.pdf,30.6.2023,433 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/44/Hodnotenie-ZSSK-lozkove-vozne_UHP.pdf,24.6.2023,728 kB
Doprava,,https://www.zssk.sk/wp-content/uploads/2023/05/Studia-uskutocnitelnosti-obnovy-vozidloveho-parku.pdf,,
Doprava,analýza,https://www.mfsr.sk/files/archiv/46/Hodnotenie_Aktualizacia_Presov_obchvat_sever_etapa_II_R4.pdf,22.6.2023,410 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/4/UHP_hodnotenie_D3-Oscadnica-Cadca-Bukov-II.pdf,16.6.2023,446 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/18/Rekonstrukcia-Hronsky-Benadik-Nova-Bana_aktualizacia-pred-VO.pdf,9.6.2023,398 kB
Doprava,,https://www.zsr.sk/files/modernizacia-trati/studie-realizovatelnosti/sr-kr-hronsky-benadik-nova-bana/priloha-6-komplexna-rekonstrukcia-hronsky-benadik-nova-bana.pdf,,
Doprava,analýza,https://www.mfsr.sk/files/archiv/17/Hodnotenie_D4_tunel-Karpaty_20230420.pdf,2.5.2023,308 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/29/Hodnotenie_ELBAHU_20230419.pdf,21.4.2023,423 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/92/Hodnotenie_DOZZ_Presov_Strazske.pdf,19.4.2023,613 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/63/Hodnotenie_D3_etapa1.pdf,24.3.2023,474 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/52/R1-BB-Slovenska-Lupca_Aktualizacia_20230302.pdf,2.3.2023,399 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/19/Hodnotenie_GSM-R_Varin-KE-CnT_20230301.pdf,1.3.2023,404 kB
Doprava,,http://www.zsr.sk/files/modernizacia-trati/za-ke-cnt/gsm-r/gsm-r-informacia.pdf,,671 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/16/Hodnotenie-ZSSK-26-DMJ_20230224.pdf,24.2.2023,654 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/40/SSC_prelozka_I61_Trencin_20230210.pdf,10.2.2023,655 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/75/Hodnotenie-ZSSK-5-EJ_20221207.pdf,7.12.2022,451 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/4/hodnotenie_vfm_D1_Triblavina_20221121.pdf,24.11.2022,114 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/43/Hodnotenie_ChPs_20221123.pdf,23.11.2022,678 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/63/Hodnotenie_uzol-BA_20221103.pdf,3.11.2022,"1,52 MB"
Doprava,analýza,https://www.mfsr.sk/files/archiv/35/Hodnotenie_Hronsky-Benadik_Nova-Bana-20220922.pdf,23.9.2022,542 kB
Doprava,,https://www.mfsr.sk/files/archiv/29/SR-KR-Hronsky-Benadik-Nova-Bana.pdf,,"1,93 MB"
Doprava,analýza,https://www.mfsr.sk/files/archiv/82/Hodnotenie-UHP_DNV_Marchegg_20220916.pdf,16.9.2022,431 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/18/Hodnotenie_NDS_R2-Krivan-Tornala_20220727.pdf,27.7.2022,311 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/88/Hodnotenie_Poprad_Markusovce_20220719.pdf,21.7.2022,404 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/12/Hodnotenie_Elektrifikacia-BAHU_20220713.pdf,13.7.2022,583 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/84/hodnotenie_mytnesluzby_07072022.pdf,7.7.2022,442 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/33/ZilinaKosiceCnT_20220706.pdf,6.7.2022,689 kB
Doprava,,https://www.mfsr.sk/files/archiv/58/FAQs_Trat-ZA-KE-CnT.pdf,,297 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/69/Hodnotenie_vfm_NDS_D3_20220622.pdf,22.6.2022,591 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/47/Hodnotenie_NDS_R2_Zvolen_20220622.pdf,22.6.2022,778 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/24/Hodnotenie_vfm_SSC_I75_Sala_20220622.pdf,22.6.2022,359 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/95/Hodnotenie-ZSR_KnK_Cadca_20220518.pdf,18.5.2022,512 kB
Doprava,,http://www.zsr.sk/files/modernizacia-trati/studie-realizovatelnosti/studia-realizovatelnosti-zsr-modernizacia-koridoru-statna-hranica-sr-cadca-krasno-nad-kysucou-mimo-update/modernizacia-zeleznicnej-trate-krasno-nad-kysucou-statna-hranica-sr_cr_aktualizacia-variant-c.pdf,,"2,08 MB"
Doprava,analýza,https://www.mfsr.sk/files/archiv/20/Hodnotenie-ZSR-GSM-R-Varin-KE-CnT_20220518.pdf,18.5.2022,255 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/84/hodnotenie_vfm_I64_Lietavska-Lucka_20220518.pdf,18.5.2022,503 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/78/Hodnotenie-ZSR-Zvysenie-priepustnosti-BA-DS-KN_20220429.pdf,30.04.2022,718 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/20/UHP-hodnotenie-Nitra-Trnovec_20220421.pdf,21.04.2022,844 kB
Doprava,,https://www.mfsr.sk/files/archiv/53/FAQs_UHP_Trat-Trnovec.pdf,,275 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/28/hodnotenie_vfm_I75_Sala_20220412.pdf,12.04.2022,547 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/48/hodnotenie_vfm_I15_Strocin_Vranov_20220218.pdf,18.2.2022,617 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/10/hodnotenie_SSC_I51_CZ_TT_20220217.pdf,18.2.2022,413 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/25/KnK_Cadca_hranicaSR_akt_20220111_st.pdf,12.1.2022,193 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/95/doprava_vfm_hodnotenie_20220110.pdf,12.1.2022,333 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/22/Hodnotenie_ZSSK_9-DMJ-aktualizacia_20211130.pdf,30.11.2021,625 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/54/hodnotenie_vfm_I51_I76_20211118_clean.pdf,18.11.2021,447 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/56/doprava_vfm_hodnotenie_20211117.pdf,17.11.2021,464 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/36/hodnotenie_vfm_D1_aktualizacia_visnove_20211129.pdf,30.10.2021,338 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/85/kosice_obchvat_vfm_20210914_final.pdf,15.9.2021,526 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/61/stanovisko_vfm_R4_PO_II_20210827.pdf,27.8.2021,532 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/78/KnK_Cadca_hranicaSR_uhp_20210707.pdf,7.7.2021,476 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/44/stanovisko_vfm_R8_20210513.pdf,15.5.2021,506  kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/38/stanovisko_vfm_rozsirenie_D1_kriz_D4_20210507.pdf,7.5.2021,711 kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/29/r3_tvrdosin_nizna_vfm_poVO_20210324.pdf,31.3.2021,115  kB
Doprava,,https://www.mfsr.sk/files/archiv/30/R3_tvrdosin_nizna_aktualizacia_SU_po_VO.pdf,31.3.2021,569  kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/68/Hodnotenie_ZSR_ELBAHU_20210311.pdf,11.3.2021,416  kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/90/Hodnotenie_modernizaciavoz.parkuZSSKc.6a7_20201223.pdf,23.12.2020,394  kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/27/stanovisko_ELZVFIL_20201127.pdf,27.11.2020,554  kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/34/stanovisko_vfm_I64_20201118.pdf,21.11.2020,852  kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/68/Hodnotenie_PD_JE_201111.pdf,13.11.2020,160  kB
Doprava,analýza,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenie-investicnych-projektov/stanovisko_k_projektu_muran_zosuv_2020102.pdf,02.10.2020,160  kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/43/Myto_UHP_hodnotenie_200909_web.pdf,09.09.2020,470  kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/80/Stanovisko_modernizacia_voz_parku_ZSSK_200902.pdf,04.09.2020,257  kB
Doprava,,https://www.zssk.sk/wp-content/uploads/2020/07/%C5%A0U_projekt-Moderniz%C3%A1cia-vozov%C3%A9ho-parku-%C5%BDKV-v-r%C3%A1mci-OPII-3.-%C4%8Das%C5%A5.pdf,07.09.2020,210  kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/76/stanovisko_vfm_I66-67-77_mfsr_web.pdf,03.07.2020,839  kB
Doprava,analýza,https://www.mfsr.sk/files/archiv/7/Myto_UHP_hodnotenie_20200419_web.pdf,19.04.2020,554  kB
